time,value_temp,value_hum,value_acid,value_PV,label
2023-08-08 14:49:36+00:00,18.3,103.0,11.4,6.1,good
2023-08-08 14:59:36+00:00,18.6,103.0,11.4,4.4,good
2023-08-08 15:09:36+00:00,18.3,103.0,11.4,5.5,good
2023-08-08 15:22:56+00:00,18.6,102.0,11.4,4.5,good
2023-08-08 15:32:56+00:00,18.4,102.0,11.4,5.6,good
2023-08-08 15:42:56+00:00,18.7,102.0,11.4,4.0,good
2023-08-08 15:56:16+00:00,18.3,102.0,11.4,5.6,good
2023-08-08 16:06:16+00:00,18.5,102.0,11.4,5.9,good
2023-08-08 16:16:16+00:00,18.1,102.0,11.4,4.9,good
2023-08-08 16:26:16+00:00,17.6,104.0,11.4,4.5,good
2023-08-08 16:39:36+00:00,15.8,109.0,11.3,4.1,good
2023-08-08 16:49:35+00:00,16.0,114.0,11.2,4.1,good
2023-08-08 16:59:35+00:00,15.3,119.0,11.2,4.4,good
2023-08-08 17:12:55+00:00,14.8,122.0,11.1,3.9,good
2023-08-08 17:22:55+00:00,14.8,127.0,11.1,4.4,good
2023-08-08 17:32:55+00:00,15.3,129.0,11.1,4.3,good
2023-08-08 17:46:15+00:00,14.8,129.0,11.0,4.1,good
2023-08-08 17:56:15+00:00,14.6,132.0,11.0,4.2,good
2023-08-08 18:06:15+00:00,14.9,135.0,11.0,4.2,good
2023-08-08 18:16:15+00:00,14.6,137.0,11.0,3.9,good
2023-08-08 18:29:35+00:00,14.1,142.0,10.9,3.8,good
2023-08-08 18:39:35+00:00,14.2,143.0,10.9,2.9,good
2023-08-08 18:49:35+00:00,13.9,147.0,10.9,2.1,good
2023-08-08 19:02:54+00:00,14.0,153.0,10.9,1.1,good
2023-08-08 19:12:54+00:00,13.7,160.0,11.0,0.6,good
2023-08-08 20:52:54+00:00,13.1,177.0,10.9,0.4,error
2023-08-08 23:06:13+00:00,12.8,179.0,10.9,0.6,error
2023-08-09 00:46:12+00:00,11.9,180.0,10.8,0.5,error
2023-08-09 02:26:11+00:00,11.6,181.0,10.8,0.6,error
2023-08-09 04:06:11+00:00,11.3,182.0,10.9,4.1,error
2023-08-09 04:09:31+00:00,11.5,182.0,10.9,4.1,good
2023-08-09 04:22:51+00:00,11.6,183.0,10.8,4.1,good
2023-08-09 04:32:51+00:00,11.7,183.0,10.9,4.1,good
2023-08-09 04:42:51+00:00,11.9,184.0,10.9,4.1,good
2023-08-09 04:56:10+00:00,12.0,184.0,10.9,4.1,good
2023-08-09 05:06:10+00:00,12.2,184.0,10.9,4.1,good
2023-08-09 05:16:10+00:00,12.3,185.0,10.8,4.1,good
2023-08-09 05:29:30+00:00,12.6,185.0,10.8,4.1,good
2023-08-09 05:39:30+00:00,12.8,185.0,10.8,4.1,good
2023-08-09 05:49:30+00:00,14.5,185.0,10.8,4.1,good
2023-08-09 05:59:30+00:00,17.1,186.0,10.9,4.2,error
2023-08-09 06:12:50+00:00,18.4,186.0,11.0,4.2,good
2023-08-09 06:22:50+00:00,18.8,184.0,11.1,4.2,good
2023-08-09 06:32:50+00:00,20.6,182.0,11.2,4.1,good
2023-08-09 06:46:10+00:00,20.6,177.0,11.3,4.2,good
2023-08-09 06:56:10+00:00,21.8,161.0,11.3,4.1,good
2023-08-09 07:06:10+00:00,20.8,142.0,11.3,5.3,good
2023-08-09 07:19:29+00:00,22.8,129.0,11.3,6.2,error
2023-08-09 07:29:29+00:00,23.8,120.0,11.3,6.2,good
2023-08-09 07:39:29+00:00,24.8,116.0,11.4,6.2,good
2023-08-09 07:49:29+00:00,24.3,117.0,11.3,6.3,good
2023-08-09 08:02:49+00:00,25.5,117.0,11.4,6.3,good
2023-08-09 08:12:49+00:00,26.0,116.0,11.4,6.2,good
2023-08-09 08:22:49+00:00,25.1,118.0,11.4,6.3,good
2023-08-09 08:36:09+00:00,27.7,117.0,11.4,6.3,error
2023-08-09 08:46:09+00:00,28.6,118.0,11.4,6.2,good
2023-08-09 08:56:09+00:00,25.8,121.0,11.4,6.4,error
2023-08-09 09:09:29+00:00,24.1,121.0,11.4,4.1,good
2023-08-09 09:19:29+00:00,26.8,114.0,11.4,6.4,error
2023-08-09 09:29:29+00:00,27.8,116.0,11.5,6.3,good
2023-08-09 09:42:49+00:00,26.1,116.0,11.4,6.4,good
2023-08-09 09:52:48+00:00,28.3,111.0,11.5,6.2,error
2023-08-09 10:02:48+00:00,27.3,112.0,11.5,6.4,good
2023-08-09 10:12:48+00:00,27.2,115.0,11.5,6.4,good
2023-08-09 11:42:48+00:00,27.9,105.0,11.5,4.1,error
2023-08-09 11:52:48+00:00,27.3,111.0,11.5,6.2,good
2023-08-09 12:02:48+00:00,25.5,109.0,11.5,4.6,good
2023-08-09 12:16:08+00:00,24.6,102.0,11.4,4.6,good
2023-08-09 12:26:07+00:00,23.4,98.0,11.4,5.8,good
2023-08-09 12:36:07+00:00,24.0,96.0,11.4,4.1,good
2023-08-09 12:49:27+00:00,23.1,95.0,11.4,6.0,good
2023-08-09 12:59:27+00:00,22.3,96.0,11.4,5.8,good
2023-08-09 13:09:27+00:00,22.7,95.0,11.4,6.0,good
2023-08-09 13:22:47+00:00,22.7,95.0,11.4,4.1,good
2023-08-09 13:32:47+00:00,22.6,96.0,11.4,4.1,good
2023-08-09 13:42:47+00:00,22.4,96.0,11.4,4.1,good
2023-08-09 13:56:07+00:00,22.6,94.0,11.4,4.1,good
2023-08-09 14:06:08+00:00,23.3,95.0,11.4,4.1,good
2023-08-09 14:16:08+00:00,22.6,96.0,11.4,4.1,good
2023-08-09 14:26:08+00:00,21.7,96.0,11.4,5.5,good
2023-08-09 14:39:28+00:00,21.0,98.0,11.4,5.8,good
2023-08-09 14:49:28+00:00,20.0,99.0,11.4,5.4,good
2023-08-09 14:59:28+00:00,19.9,97.0,11.4,5.4,good
2023-08-09 15:12:48+00:00,20.5,98.0,11.4,5.6,good
2023-08-09 15:22:47+00:00,20.5,97.0,11.4,4.7,good
2023-08-09 15:32:47+00:00,20.0,97.0,11.4,5.6,good
2023-08-09 15:46:07+00:00,20.6,96.0,11.4,4.7,good
2023-08-09 15:56:07+00:00,20.1,98.0,11.4,5.1,good
2023-08-09 16:06:07+00:00,19.8,98.0,11.4,4.7,good
2023-08-09 16:16:07+00:00,19.9,98.0,11.4,5.7,good
2023-08-09 16:29:27+00:00,19.9,99.0,11.4,5.7,good
2023-08-09 16:39:27+00:00,19.2,99.0,11.4,5.0,good
2023-08-09 16:49:27+00:00,18.1,100.0,11.4,4.4,good
2023-08-09 17:02:47+00:00,17.6,102.0,11.4,4.2,good
2023-08-09 17:12:47+00:00,17.8,103.0,11.3,4.2,good
2023-08-09 17:22:47+00:00,17.6,102.0,11.4,5.0,good
2023-08-09 17:36:07+00:00,17.2,102.0,11.3,4.1,good
2023-08-09 17:46:06+00:00,17.5,103.0,11.3,4.7,good
2023-08-09 17:56:06+00:00,17.1,104.0,11.3,4.6,good
2023-08-09 18:06:06+00:00,16.9,104.0,11.3,4.0,good
2023-08-09 18:19:26+00:00,16.5,106.0,11.3,3.9,good
2023-08-09 18:29:26+00:00,16.4,106.0,11.3,3.6,good
2023-08-09 18:39:26+00:00,16.3,107.0,11.3,2.5,good
2023-08-09 18:52:46+00:00,16.1,108.0,11.3,1.7,good
2023-08-09 19:02:46+00:00,16.0,109.0,11.3,1.0,good
2023-08-09 19:12:46+00:00,15.9,110.0,11.3,0.7,good
2023-08-09 21:26:05+00:00,15.1,115.0,11.3,0.6,error
2023-08-09 23:06:04+00:00,14.2,120.0,11.2,0.6,error
2023-08-10 00:46:04+00:00,13.6,126.0,11.2,0.4,error
2023-08-10 02:26:03+00:00,13.3,130.0,11.2,0.6,error
2023-08-10 04:06:03+00:00,13.7,130.0,11.3,4.1,error
2023-08-10 04:12:42+00:00,14.0,130.0,11.3,4.1,good
2023-08-10 04:22:42+00:00,14.0,130.0,11.3,4.1,good
2023-08-10 04:32:42+00:00,14.0,129.0,11.3,4.1,good
2023-08-10 04:46:02+00:00,14.2,129.0,11.3,4.1,good
2023-08-10 04:56:02+00:00,14.1,128.0,11.3,4.1,good
2023-08-10 05:06:02+00:00,14.1,128.0,11.3,4.1,good
2023-08-10 05:19:22+00:00,14.2,129.0,11.3,4.1,good
2023-08-10 05:29:22+00:00,14.2,128.0,11.3,4.1,good
2023-08-10 05:39:22+00:00,14.5,127.0,11.3,4.1,good
2023-08-10 05:49:22+00:00,14.6,127.0,11.3,4.1,good
2023-08-10 06:02:41+00:00,14.5,127.0,11.3,4.1,good
2023-08-10 06:12:41+00:00,14.5,127.0,11.3,3.9,good
2023-08-10 06:22:41+00:00,15.0,125.0,11.4,4.1,good
2023-08-10 06:36:01+00:00,15.4,124.0,11.4,4.1,good
2023-08-10 06:46:01+00:00,16.1,121.0,11.4,4.1,good
2023-08-10 06:56:01+00:00,17.5,120.0,11.4,4.1,good
2023-08-10 07:09:21+00:00,17.0,119.0,11.4,4.1,good
2023-08-10 07:19:21+00:00,16.4,119.0,11.4,4.1,good
2023-08-10 07:29:21+00:00,16.4,118.0,11.4,4.1,good
2023-08-10 07:42:41+00:00,16.8,117.0,11.4,4.1,good
2023-08-10 07:52:41+00:00,17.4,116.0,11.4,4.1,good
2023-08-10 08:02:41+00:00,21.6,108.0,11.4,4.1,error
2023-08-10 08:12:41+00:00,24.0,111.0,11.5,4.2,error
2023-08-10 08:26:01+00:00,22.7,113.0,11.5,4.2,good
2023-08-10 08:36:00+00:00,23.1,111.0,11.5,4.1,good
2023-08-10 08:46:00+00:00,23.5,109.0,11.5,4.1,good
2023-08-10 08:59:20+00:00,21.7,109.0,11.4,4.1,good
2023-08-10 09:09:20+00:00,22.3,105.0,11.4,4.1,good
2023-08-10 09:19:20+00:00,22.7,105.0,11.4,4.4,good
2023-08-10 09:32:40+00:00,21.8,106.0,11.4,4.1,good
2023-08-10 09:42:40+00:00,21.1,104.0,11.4,4.7,good
2023-08-10 09:52:40+00:00,21.7,102.0,11.4,4.1,good
2023-08-10 10:02:40+00:00,22.6,100.0,11.4,6.0,good
2023-08-10 10:16:00+00:00,20.3,104.0,11.4,4.1,error
2023-08-10 10:26:00+00:00,18.8,104.0,11.4,4.1,good
2023-08-10 10:36:00+00:00,19.2,101.0,11.4,4.1,good
2023-08-10 10:49:20+00:00,21.3,99.0,11.4,6.4,error
2023-08-10 10:59:19+00:00,20.2,104.0,11.4,4.1,good
2023-08-10 11:09:19+00:00,21.0,100.0,11.4,6.2,good
2023-08-10 11:22:39+00:00,22.9,100.0,11.4,6.2,good
2023-08-10 11:32:39+00:00,21.1,104.0,11.4,5.8,good
2023-08-10 11:42:39+00:00,20.6,104.0,11.4,6.1,good
2023-08-10 11:52:39+00:00,20.4,102.0,11.4,5.4,good
2023-08-10 12:05:59+00:00,20.6,102.0,11.4,5.6,good
2023-08-10 12:15:59+00:00,19.3,102.0,11.4,4.1,good
2023-08-10 12:25:59+00:00,20.5,100.0,11.4,6.2,good
2023-08-10 12:39:19+00:00,20.3,100.0,11.4,4.1,good
2023-08-10 12:49:19+00:00,20.6,102.0,11.4,4.1,good
2023-08-10 12:59:19+00:00,20.1,102.0,11.4,6.0,good
2023-08-10 13:12:39+00:00,19.8,101.0,11.4,4.1,good
2023-08-10 13:22:38+00:00,20.1,101.0,11.4,4.5,good
2023-08-10 13:32:38+00:00,20.3,101.0,11.4,3.9,good
2023-08-10 13:45:58+00:00,20.0,101.0,11.4,4.1,good
2023-08-10 13:55:58+00:00,19.5,101.0,11.4,4.1,good
2023-08-10 14:05:58+00:00,19.7,101.0,11.4,4.1,good
2023-08-10 14:15:58+00:00,19.5,101.0,11.4,4.1,good
2023-08-10 14:29:18+00:00,20.0,101.0,11.4,4.7,good
2023-08-10 14:39:18+00:00,19.4,102.0,11.4,4.1,good
2023-08-10 14:49:18+00:00,19.5,101.0,11.4,4.1,good
2023-08-10 15:02:38+00:00,19.6,101.0,11.4,4.1,good
2023-08-10 15:12:38+00:00,19.3,101.0,11.4,4.1,good
2023-08-10 15:22:38+00:00,19.3,101.0,11.4,4.1,good
2023-08-10 15:35:58+00:00,19.4,101.0,11.4,4.1,good
2023-08-10 15:45:58+00:00,19.0,102.0,11.4,4.1,good
2023-08-10 15:55:57+00:00,18.6,102.0,11.4,4.1,good
2023-08-10 16:05:57+00:00,18.5,103.0,11.4,4.1,good
2023-08-10 16:19:17+00:00,18.1,103.0,11.4,4.1,good
2023-08-10 16:29:17+00:00,17.8,103.0,11.4,4.1,good
2023-08-10 16:39:17+00:00,18.0,104.0,11.4,4.1,good
2023-08-10 16:52:37+00:00,17.7,104.0,11.4,4.1,good
2023-08-10 17:02:37+00:00,17.8,104.0,11.4,4.1,good
2023-08-10 17:12:37+00:00,17.7,104.0,11.4,4.1,good
2023-08-10 17:25:57+00:00,17.6,105.0,11.4,3.9,good
2023-08-10 17:35:57+00:00,17.3,106.0,11.4,4.1,good
2023-08-10 17:45:57+00:00,17.3,106.0,11.4,4.1,good
2023-08-10 17:59:17+00:00,17.0,106.0,11.4,4.1,good
2023-08-10 18:09:16+00:00,16.8,107.0,11.4,4.1,good
2023-08-10 18:19:16+00:00,16.6,107.0,11.4,3.9,good
2023-08-10 18:29:16+00:00,16.5,108.0,11.4,3.4,good
2023-08-10 18:42:36+00:00,16.3,109.0,11.4,2.4,good
2023-08-10 18:52:36+00:00,16.3,110.0,11.4,1.5,good
2023-08-10 19:02:36+00:00,16.1,110.0,11.4,0.9,good
2023-08-10 21:15:55+00:00,15.4,114.0,11.4,0.6,error
2023-08-10 22:55:55+00:00,14.1,122.0,11.3,0.6,error
2023-08-11 00:35:54+00:00,13.3,130.0,11.3,0.6,error
2023-08-11 02:15:53+00:00,13.8,128.0,11.3,0.6,error
2023-08-11 03:55:53+00:00,12.9,140.0,11.3,3.9,error
2023-08-11 04:02:33+00:00,13.0,141.0,11.3,4.1,good
2023-08-11 04:12:32+00:00,13.0,140.0,11.3,4.1,good
2023-08-11 04:22:32+00:00,13.1,140.0,11.3,4.1,good
2023-08-11 04:35:52+00:00,13.2,140.0,11.3,4.1,good
2023-08-11 04:45:52+00:00,13.4,137.0,11.4,4.1,good
2023-08-11 04:55:52+00:00,13.6,133.0,11.3,4.1,good
2023-08-11 05:09:12+00:00,13.8,131.0,11.4,4.1,good
2023-08-11 05:19:12+00:00,14.1,128.0,11.4,4.1,good
2023-08-11 05:29:12+00:00,14.4,125.0,11.4,4.1,good
2023-08-11 05:39:12+00:00,14.9,122.0,11.4,4.1,good
2023-08-11 05:52:32+00:00,17.5,117.0,11.4,4.1,error
2023-08-11 08:02:31+00:00,24.9,114.0,11.5,4.1,error
2023-08-11 08:15:51+00:00,25.0,116.0,11.5,4.1,good
2023-08-11 08:18:03+00:00,25.0,116.0,11.5,4.1,good
2023-08-11 08:25:51+00:00,26.4,119.0,11.5,4.1,good
2023-08-11 08:35:51+00:00,33.2,120.0,11.5,4.1,error
2023-08-11 08:49:10+00:00,21.3,127.0,11.5,4.1,error
2023-08-11 08:59:10+00:00,18.1,134.0,10.8,4.1,error
2023-08-11 09:09:10+00:00,18.0,140.0,10.8,4.1,good
2023-08-11 09:22:30+00:00,17.8,145.0,10.8,4.1,good
2023-08-11 09:32:30+00:00,17.5,146.0,10.8,4.1,good
2023-08-11 09:42:30+00:00,17.3,134.0,10.8,4.2,good
2023-08-11 09:52:30+00:00,17.1,128.0,10.8,5.9,good
2023-08-11 10:05:50+00:00,17.0,128.0,10.8,4.3,good
2023-08-11 10:15:50+00:00,16.8,129.0,10.8,6.2,good
2023-08-11 10:25:50+00:00,16.7,128.0,10.8,6.3,good
2023-08-11 10:39:10+00:00,16.6,129.0,10.8,6.2,good
2023-08-11 10:49:10+00:00,16.6,131.0,10.8,6.0,good
2023-08-11 10:59:10+00:00,16.5,131.0,10.8,6.2,good
2023-08-11 11:12:30+00:00,16.5,126.0,10.8,6.1,good
2023-08-11 11:22:29+00:00,16.5,127.0,10.8,6.0,good
2023-08-11 11:32:29+00:00,16.5,130.0,10.8,6.3,good
2023-08-11 11:42:30+00:00,16.5,128.0,10.8,6.2,good
2023-08-11 11:55:49+00:00,16.5,127.0,10.8,6.1,good
2023-08-11 12:05:49+00:00,16.5,132.0,10.8,5.7,good
2023-08-11 12:15:49+00:00,16.6,137.0,10.8,5.8,good
2023-08-11 12:29:09+00:00,16.6,139.0,10.8,6.1,good
2023-08-11 12:39:09+00:00,16.6,137.0,10.8,6.3,good
2023-08-11 12:49:09+00:00,16.6,130.0,10.9,6.2,good
2023-08-11 13:02:29+00:00,16.7,133.0,10.9,6.0,good
2023-08-11 13:12:29+00:00,16.8,136.0,10.9,6.1,good
2023-08-11 13:22:29+00:00,16.8,132.0,10.9,6.1,good
2023-08-11 13:35:49+00:00,16.9,129.0,10.9,6.1,good
2023-08-11 13:45:49+00:00,16.9,129.0,10.9,6.0,good
2023-08-11 13:55:49+00:00,17.0,129.0,10.9,6.2,good
2023-08-11 14:05:49+00:00,17.0,128.0,10.9,6.3,good
2023-08-11 14:19:09+00:00,17.1,133.0,10.9,6.1,good
2023-08-11 14:29:08+00:00,17.1,136.0,10.9,6.1,good
2023-08-11 14:39:08+00:00,17.1,135.0,10.9,6.1,good
2023-08-11 14:52:28+00:00,17.2,136.0,10.9,6.1,good
2023-08-11 15:02:28+00:00,17.3,135.0,10.9,6.1,good
2023-08-11 15:12:28+00:00,17.3,134.0,10.9,6.0,good
2023-08-11 15:25:48+00:00,17.3,136.0,10.9,6.1,good
2023-08-11 15:35:48+00:00,17.4,137.0,10.9,6.4,good
2023-08-11 15:45:48+00:00,17.5,132.0,10.9,6.2,good
2023-08-11 15:55:48+00:00,17.5,132.0,10.9,6.2,good
2023-08-11 16:09:08+00:00,17.5,136.0,10.9,4.5,good
2023-08-11 16:19:08+00:00,17.5,138.0,10.9,6.3,good
2023-08-11 16:29:08+00:00,17.6,134.0,10.9,6.2,good
2023-08-11 16:42:28+00:00,17.6,134.0,10.9,6.1,good
2023-08-11 16:52:27+00:00,17.6,137.0,10.9,6.1,good
2023-08-11 17:02:27+00:00,17.7,139.0,10.9,6.1,good
2023-08-11 17:15:47+00:00,17.7,143.0,10.9,6.0,good
2023-08-11 17:25:47+00:00,17.7,147.0,10.9,5.6,good
2023-08-11 17:35:47+00:00,17.7,159.0,10.9,4.3,good
2023-08-11 17:49:07+00:00,17.8,169.0,10.9,4.7,good
2023-08-11 17:59:07+00:00,17.8,172.0,10.9,4.7,good
2023-08-11 18:09:07+00:00,17.8,173.0,10.9,4.1,good
2023-08-11 18:19:07+00:00,17.8,174.0,10.9,4.4,good
2023-08-11 18:32:27+00:00,17.8,175.0,10.9,4.0,good
2023-08-11 18:42:27+00:00,17.8,177.0,10.8,3.3,good
2023-08-11 18:52:27+00:00,17.8,178.0,10.8,2.1,good
2023-08-11 19:05:47+00:00,17.8,178.0,10.8,1.1,good
2023-08-11 19:15:46+00:00,17.7,178.0,10.8,0.8,good
2023-08-11 20:55:46+00:00,17.4,179.0,10.7,0.6,error
2023-08-11 23:09:05+00:00,17.0,179.0,10.6,0.6,error
