time,value_temp,value_hum,value_acid,value_PV
2023-06-26T17:28:21Z,23.3,82.0,3.2,2.3
2023-06-26T17:41:40Z,23.3,80.0,3.2,1.5
2023-06-26T17:51:40Z,23.3,80.0,3.2,1.2
2023-06-26T18:01:40Z,23.3,4.0,3.2,1.4
2023-06-26T18:15:00Z,23.3,3.0,3.2,1.0
2023-06-26T18:25:00Z,23.3,4.0,3.2,0.9
2023-06-26T18:58:11Z,23.4,3.0,3.2,2.5
2023-06-26T19:08:05Z,23.5,4.0,3.2,2.6
2023-06-26T19:18:05Z,23.5,3.0,3.2,2.4
2023-06-26T19:31:25Z,23.5,4.0,3.2,2.4
2023-06-26T19:41:25Z,23.5,3.0,3.2,2.4
2023-06-26T19:51:24Z,23.1,4.0,3.2,2.4
2023-06-26T20:04:44Z,23.3,4.0,3.2,0.4
2023-06-26T21:44:44Z,23.2,4.0,3.2,0.6
2023-06-26T23:24:43Z,22.9,4.0,3.2,0.6
2023-06-27T01:38:02Z,22.8,4.0,3.2,0.6
2023-06-27T03:18:01Z,22.8,4.0,3.2,0.4
2023-06-27T04:58:01Z,22.8,4.0,3.2,2.6
2023-06-27T05:01:20Z,23.0,4.0,3.2,2.7
2023-06-27T05:11:20Z,23.0,3.0,3.2,2.7
2023-06-27T05:24:40Z,23.0,4.0,3.2,1.8
2023-06-27T05:34:40Z,23.0,3.0,3.2,1.9
2023-06-27T05:44:40Z,23.0,3.0,3.2,2.0
2023-06-27T05:58:00Z,23.0,4.0,3.3,1.7
2023-06-27T06:08:00Z,23.0,4.0,3.2,1.6
2023-06-27T06:18:00Z,23.0,3.0,3.2,1.5
2023-06-27T06:28:00Z,23.0,3.0,3.2,1.7
2023-06-27T06:41:20Z,23.0,3.0,3.2,1.6
2023-06-27T06:51:19Z,23.0,4.0,3.2,1.4
2023-06-27T07:01:19Z,23.1,3.0,3.2,1.7
2023-06-27T07:14:39Z,23.0,4.0,3.2,1.7
2023-06-27T07:24:39Z,23.1,3.0,3.2,2.2
2023-06-27T07:34:39Z,23.1,4.0,3.2,2.0
2023-06-27T07:47:59Z,23.1,3.0,3.2,2.3
2023-06-27T07:57:59Z,23.0,3.0,3.2,2.2
2023-06-27T08:07:59Z,23.1,4.0,3.2,3.2
2023-06-27T08:21:19Z,23.1,3.0,3.2,2.4
2023-06-27T08:31:19Z,23.1,3.0,3.2,2.9
2023-06-27T08:41:19Z,23.1,3.0,3.2,2.8
2023-06-27T08:51:19Z,23.1,4.0,3.2,2.0
2023-06-27T09:04:39Z,23.1,4.0,3.2,2.5
2023-06-27T09:14:38Z,23.1,3.0,3.2,2.4
2023-06-27T09:24:38Z,23.2,3.0,3.2,2.9
2023-06-27T09:37:58Z,23.1,4.0,3.2,2.8
2023-06-27T09:47:58Z,23.2,3.0,3.2,2.6
2023-06-27T09:57:58Z,23.3,4.0,3.2,2.2
2023-06-27T10:11:18Z,23.3,3.0,3.2,2.5
2023-06-27T10:21:18Z,23.3,3.0,3.2,2.5
2023-06-27T10:31:18Z,23.3,3.0,3.2,2.7
2023-06-27T10:41:18Z,23.4,3.0,3.2,1.5
2023-06-27T10:54:38Z,23.4,3.0,3.2,1.4
2023-06-27T11:04:38Z,23.5,3.0,3.2,1.5
2023-06-27T11:14:38Z,23.5,3.0,3.2,1.8
2023-06-27T11:27:58Z,23.5,3.0,3.2,1.8
2023-06-27T11:37:57Z,23.5,3.0,3.2,2.4
2023-06-27T11:47:57Z,23.5,3.0,3.2,2.8
2023-06-27T12:01:17Z,23.3,3.0,3.2,2.2
2023-06-27T12:11:17Z,23.4,3.0,3.2,2.0
2023-06-27T12:21:17Z,23.5,3.0,3.2,2.8
2023-06-27T12:31:17Z,22.4,3.0,3.2,4.1
2023-06-27T12:44:37Z,18.9,24.0,3.3,4.1
2023-06-27T12:54:37Z,18.5,24.0,3.3,4.1
2023-06-27T13:04:37Z,17.7,25.0,3.3,4.1
2023-06-27T13:17:57Z,17.3,30.0,3.4,4.1
2023-06-27T13:27:57Z,17.1,30.0,3.4,4.1
2023-06-27T13:37:57Z,17.0,31.0,3.4,4.1
2023-06-27T13:51:17Z,17.0,31.0,3.4,4.1
2023-06-27T14:01:16Z,17.1,31.0,3.4,4.1
2023-06-27T14:11:16Z,17.2,34.0,3.4,4.1
2023-06-27T14:24:36Z,17.2,34.0,3.4,4.1
2023-06-27T14:34:36Z,17.2,35.0,3.4,4.1
2023-06-27T14:44:36Z,17.3,35.0,3.4,4.1
2023-06-27T14:54:36Z,17.5,34.0,3.4,4.1
2023-06-27T15:07:56Z,17.4,34.0,3.4,4.1
2023-06-27T15:17:56Z,17.3,34.0,3.4,4.1
2023-06-27T15:27:56Z,17.3,34.0,3.4,4.1
2023-06-27T15:41:16Z,17.3,31.0,3.4,4.1
2023-06-27T15:51:16Z,17.3,30.0,3.4,4.1
2023-06-27T16:01:16Z,17.2,30.0,3.4,4.1
2023-06-27T16:14:36Z,17.0,29.0,3.4,4.1
2023-06-27T16:24:35Z,19.4,29.0,3.4,4.1
2023-06-27T16:34:35Z,19.8,24.0,3.4,4.1
2023-06-27T16:44:35Z,19.8,25.0,3.4,4.1
2023-06-27T16:57:55Z,19.8,26.0,3.4,4.1
2023-06-27T17:07:55Z,19.8,25.0,3.4,4.1
2023-06-27T17:17:55Z,19.8,24.0,3.4,4.1
2023-06-27T17:31:15Z,19.8,23.0,3.4,4.1
2023-06-27T17:41:15Z,19.7,24.0,3.4,4.1
2023-06-27T17:51:15Z,19.7,23.0,3.4,4.1
2023-06-27T18:04:35Z,19.7,24.0,3.4,4.1
2023-06-27T18:14:35Z,19.6,23.0,3.4,4.1
2023-06-27T18:24:35Z,19.6,23.0,3.4,4.1
2023-06-27T18:34:35Z,19.6,23.0,3.4,4.1
2023-06-27T18:47:55Z,19.6,25.0,3.4,4.1
2023-06-27T18:57:54Z,19.6,25.0,3.4,4.1
2023-06-27T19:07:54Z,19.5,24.0,3.4,3.8
2023-06-27T19:21:14Z,19.5,24.0,3.4,3.6
2023-06-27T19:31:14Z,19.5,24.0,3.4,2.8
2023-06-27T19:41:14Z,19.5,24.0,3.4,2.2
2023-06-27T19:54:34Z,19.5,25.0,3.4,1.5
2023-06-27T20:04:34Z,19.5,26.0,3.4,1.0
2023-06-27T20:14:34Z,19.4,24.0,3.4,0.6
2023-06-27T22:27:53Z,19.2,23.0,3.4,0.6
2023-06-28T00:07:52Z,19.0,23.0,3.4,0.7
2023-06-28T01:47:52Z,18.8,22.0,3.4,0.8
2023-06-28T03:27:51Z,18.8,22.0,3.4,3.5
2023-06-28T03:31:11Z,18.8,22.0,3.4,4.1
2023-06-28T03:44:31Z,18.7,22.0,3.4,4.1
2023-06-28T03:54:31Z,18.8,22.0,3.4,4.1
2023-06-28T04:04:31Z,18.7,22.0,3.4,4.1
2023-06-28T04:17:51Z,18.8,22.0,3.3,4.1
2023-06-28T04:27:51Z,18.8,22.0,3.3,4.1
2023-06-28T04:37:50Z,18.8,22.0,3.4,4.1
2023-06-28T04:47:50Z,18.8,22.0,3.3,4.1
2023-06-28T05:01:10Z,18.8,22.0,3.3,4.1
2023-06-28T05:11:10Z,18.8,22.0,3.3,4.1
2023-06-28T05:21:10Z,18.8,22.0,3.3,4.1
2023-06-28T05:34:30Z,18.8,22.0,3.3,4.1
2023-06-28T05:44:30Z,18.8,22.0,3.3,4.1
2023-06-28T05:54:30Z,18.8,22.0,3.3,4.1
2023-06-28T06:07:50Z,18.8,22.0,3.3,4.1
2023-06-28T06:17:50Z,18.9,22.0,3.2,4.1
2023-06-28T06:27:50Z,18.9,22.0,3.3,4.2
2023-06-28T06:41:10Z,19.0,28.0,3.2,4.2
2023-06-28T06:51:10Z,19.0,21.0,3.2,4.1
2023-06-28T07:01:10Z,19.0,22.0,3.2,4.2
2023-06-28T07:11:09Z,19.1,21.0,3.2,4.1
2023-06-28T07:24:29Z,19.1,21.0,3.2,4.2
2023-06-28T07:34:29Z,19.2,20.0,3.1,4.1
2023-06-28T07:44:29Z,19.2,21.0,3.2,4.1
2023-06-28T07:57:49Z,19.3,21.0,3.2,4.1
2023-06-28T08:07:49Z,19.3,21.0,3.2,5.4
2023-06-28T08:17:49Z,19.4,21.0,3.1,4.1
2023-06-28T08:31:09Z,19.5,21.0,3.2,4.1
2023-06-28T08:41:09Z,19.5,20.0,3.2,4.1
2023-06-28T08:51:09Z,19.6,20.0,3.2,6.1
2023-06-28T09:01:09Z,19.7,19.0,3.1,5.4
2023-06-28T09:14:29Z,19.8,19.0,3.1,6.0
2023-06-28T09:24:29Z,19.9,19.0,3.1,6.0
2023-06-28T09:34:28Z,20.0,18.0,3.1,6.0
2023-06-28T09:47:49Z,20.1,18.0,3.1,6.1
2023-06-28T09:57:48Z,20.2,17.0,3.1,5.7
2023-06-28T10:07:48Z,20.3,17.0,3.1,5.9
2023-06-28T10:21:08Z,20.5,18.0,3.1,6.0
2023-06-28T10:31:08Z,20.6,19.0,3.1,5.9
2023-06-28T10:41:08Z,20.8,17.0,3.1,6.0
2023-06-28T10:51:08Z,20.9,16.0,3.1,5.9
2023-06-28T11:04:28Z,21.0,15.0,3.1,5.9
2023-06-28T11:14:28Z,21.1,15.0,3.1,5.9
2023-06-28T11:24:28Z,21.3,15.0,3.1,5.8
2023-06-28T11:37:48Z,21.5,14.0,3.1,5.7
2023-06-28T11:47:48Z,21.5,13.0,3.1,5.6
2023-06-28T11:57:48Z,21.6,13.0,3.1,5.5
2023-06-28T12:11:07Z,21.7,12.0,3.1,5.1
2023-06-28T12:21:07Z,21.8,12.0,3.1,4.5
2023-06-28T12:31:07Z,21.8,12.0,3.1,4.1
2023-06-28T12:44:27Z,21.8,12.0,3.2,4.1
2023-06-28T13:04:27Z,21.8,14.0,3.1,4.1
2023-06-28T13:14:27Z,21.7,14.0,3.2,4.1
2023-06-28T13:27:47Z,21.7,14.0,3.2,4.1
2023-06-28T13:37:47Z,21.7,14.0,3.2,4.1
2023-06-28T13:47:47Z,21.6,15.0,3.3,4.1
2023-06-28T14:01:07Z,21.6,15.0,3.3,4.1
2023-06-28T14:11:07Z,21.6,15.0,3.3,4.1
2023-06-28T14:21:07Z,21.5,15.0,3.3,4.1
2023-06-28T14:34:26Z,21.5,15.0,3.3,4.1
2023-06-28T14:44:26Z,21.4,16.0,3.3,4.1
2023-06-28T14:54:26Z,21.3,16.0,3.3,4.1
2023-06-28T15:04:26Z,21.3,15.0,3.3,4.1
2023-06-28T15:17:46Z,21.3,16.0,3.3,4.1
2023-06-28T15:27:46Z,21.2,16.0,3.3,4.1
2023-06-28T15:37:46Z,21.1,16.0,3.3,4.1
2023-06-28T15:51:06Z,21.1,16.0,3.3,4.1
2023-06-28T16:01:06Z,21.1,16.0,3.3,4.1
2023-06-28T16:11:06Z,21.0,17.0,3.3,4.1
2023-06-28T16:24:26Z,21.0,16.0,3.3,4.1
2023-06-28T16:34:26Z,20.9,16.0,3.3,4.1
2023-06-28T16:44:26Z,20.8,16.0,3.3,4.1
2023-06-28T16:54:26Z,20.8,16.0,3.3,4.1
2023-06-28T17:07:45Z,20.8,16.0,3.3,4.1
2023-06-28T17:17:45Z,20.7,16.0,3.3,4.1
2023-06-28T17:27:45Z,20.7,16.0,3.3,4.1
2023-06-28T17:41:05Z,20.6,17.0,3.3,4.1
2023-06-28T17:51:05Z,20.6,16.0,3.3,4.1
2023-06-28T18:01:05Z,20.6,17.0,3.3,4.1
2023-06-28T18:14:25Z,20.5,17.0,3.3,4.1
2023-06-28T18:24:25Z,20.5,17.0,3.3,4.1
2023-06-28T18:34:25Z,20.5,17.0,3.3,4.1
2023-06-28T18:47:45Z,20.5,17.0,3.3,4.1
2023-06-28T18:57:45Z,20.4,17.0,3.3,4.1
2023-06-28T19:07:45Z,20.4,17.0,3.3,3.9
2023-06-28T19:17:45Z,20.3,17.0,3.3,3.8
2023-06-28T19:31:04Z,20.3,17.0,3.3,3.3
2023-06-28T19:41:04Z,20.3,17.0,3.3,2.6
2023-06-28T19:51:04Z,20.3,17.0,3.4,1.7
2023-06-28T20:04:24Z,20.3,18.0,3.3,1.0
2023-06-28T20:14:24Z,20.2,23.0,3.4,0.8
2023-06-28T21:54:23Z,20.0,19.0,3.4,0.6
2023-06-29T00:07:43Z,19.7,26.0,3.4,0.6
2023-06-29T01:47:42Z,19.5,23.0,3.4,0.8
2023-06-29T03:27:42Z,19.3,25.0,3.4,4.1
2023-06-29T03:31:01Z,19.3,24.0,3.4,4.1
2023-06-29T03:41:01Z,19.3,24.0,3.3,4.1
2023-06-29T03:54:21Z,19.3,24.0,3.3,4.1
2023-06-29T04:04:21Z,19.2,24.0,3.3,4.1
2023-06-29T04:14:21Z,19.2,25.0,3.3,4.1
2023-06-29T04:27:41Z,19.2,28.0,3.3,4.1
2023-06-29T04:37:41Z,19.2,32.0,3.3,4.1
2023-06-29T04:47:41Z,19.2,37.0,3.3,4.1
2023-06-29T05:01:01Z,19.2,26.0,3.3,4.1
2023-06-29T05:11:00Z,19.3,24.0,3.3,4.1
2023-06-29T05:21:00Z,19.3,24.0,3.3,4.1
2023-06-29T05:31:00Z,19.3,24.0,3.3,4.1
2023-06-29T05:44:20Z,19.3,23.0,3.3,4.1
2023-06-29T05:54:20Z,19.3,24.0,3.3,4.1
2023-06-29T06:04:20Z,19.3,23.0,3.3,4.1
2023-06-29T06:17:40Z,19.3,23.0,3.3,4.1
2023-06-29T06:27:40Z,19.3,23.0,3.3,4.1
2023-06-29T06:37:40Z,19.4,23.0,3.3,4.1
2023-06-29T06:51:00Z,19.4,23.0,3.3,4.1
2023-06-29T07:01:00Z,19.4,21.0,3.2,4.1
2023-06-29T07:11:00Z,19.5,21.0,3.2,4.1
2023-06-29T07:21:00Z,19.5,21.0,3.2,4.1
2023-06-29T07:34:20Z,19.6,20.0,3.1,4.2
2023-06-29T07:44:19Z,19.7,19.0,3.1,4.1
2023-06-29T07:54:19Z,19.8,19.0,3.1,5.6
2023-06-29T08:07:39Z,19.8,18.0,3.1,5.8
2023-06-29T08:17:39Z,20.0,18.0,3.1,5.9
2023-06-29T08:27:39Z,20.0,17.0,3.1,5.9
2023-06-29T08:40:59Z,20.1,17.0,3.1,5.9
2023-06-29T08:50:59Z,20.3,16.0,3.1,5.9
2023-06-29T09:00:59Z,20.4,16.0,3.1,5.9
2023-06-29T09:10:59Z,20.5,16.0,3.1,5.9
2023-06-29T09:24:19Z,20.6,15.0,3.1,5.9
2023-06-29T09:34:19Z,20.8,14.0,3.1,5.9
2023-06-29T09:44:19Z,20.9,14.0,3.1,5.9
2023-06-29T09:57:39Z,21.0,14.0,3.1,5.9
2023-06-29T10:07:38Z,21.1,13.0,3.1,5.8
2023-06-29T10:17:38Z,21.3,12.0,3.1,5.9
2023-06-29T10:40:58Z,21.6,13.0,3.1,5.8
2023-06-29T10:50:58Z,21.8,12.0,3.1,5.7
2023-06-29T11:04:18Z,21.9,12.0,3.1,5.7
2023-06-29T11:14:18Z,22.0,11.0,3.1,5.5
2023-06-29T11:24:18Z,22.1,11.0,3.1,5.4
2023-06-29T11:34:18Z,22.3,11.0,3.1,5.2
2023-06-29T11:47:38Z,22.4,10.0,3.1,4.7
2023-06-29T11:57:38Z,22.5,10.0,3.1,4.1
2023-06-29T12:07:38Z,22.5,10.0,3.1,4.1
2023-06-29T12:20:58Z,22.6,10.0,3.1,4.1
2023-06-29T12:30:58Z,22.6,10.0,3.1,4.1
2023-06-29T12:40:57Z,22.6,10.0,3.1,4.1
2023-06-29T12:54:17Z,22.6,11.0,3.1,4.1
2023-06-29T13:04:17Z,22.6,12.0,3.1,4.1
2023-06-29T13:14:17Z,22.5,13.0,3.1,4.1
2023-06-29T13:24:17Z,22.5,13.0,3.2,4.1
2023-06-29T13:37:37Z,22.4,13.0,3.2,4.1
2023-06-29T13:47:37Z,22.3,14.0,3.2,4.1
2023-06-29T13:57:37Z,22.3,15.0,3.2,4.1
2023-06-29T14:10:57Z,22.3,15.0,3.3,4.1
2023-06-29T14:20:57Z,22.2,15.0,3.2,4.1
2023-06-29T14:30:57Z,22.1,16.0,3.2,4.1
2023-06-29T14:44:17Z,22.1,16.0,3.2,4.1
2023-06-29T14:54:17Z,22.0,18.0,3.2,4.1
2023-06-29T15:04:16Z,22.0,17.0,3.3,4.1
2023-06-29T15:14:16Z,21.9,17.0,3.2,4.1
2023-06-29T15:27:36Z,21.8,17.0,3.3,4.1
2023-06-29T15:37:36Z,21.8,17.0,3.2,4.1
2023-06-29T15:47:36Z,21.7,17.0,3.3,4.1
2023-06-29T16:00:56Z,21.6,17.0,3.3,4.1
2023-06-29T16:10:56Z,21.6,18.0,3.3,4.1
2023-06-29T16:20:56Z,21.6,18.0,3.3,4.1
2023-06-29T16:34:16Z,21.5,20.0,3.3,4.1
2023-06-29T16:44:16Z,21.5,18.0,3.3,4.1
2023-06-29T16:54:16Z,21.5,18.0,3.3,4.1
2023-06-29T17:07:36Z,21.4,17.0,3.3,4.1
2023-06-29T17:17:35Z,21.3,18.0,3.3,4.1
2023-06-29T17:27:35Z,21.3,17.0,3.3,4.1
2023-06-29T17:37:36Z,21.3,18.0,3.3,4.1
2023-06-29T17:50:56Z,21.2,18.0,3.3,4.1
2023-06-29T18:00:55Z,21.2,19.0,3.3,4.1
2023-06-29T18:10:55Z,21.1,19.0,3.3,4.1
2023-06-29T18:24:15Z,21.1,19.0,3.3,4.1
2023-06-29T18:34:15Z,21.1,19.0,3.3,4.1
2023-06-29T18:44:15Z,21.0,19.0,3.3,3.9
2023-06-29T18:57:35Z,21.0,19.0,3.3,3.9
2023-06-29T19:07:35Z,21.0,20.0,3.3,3.8
2023-06-29T19:17:35Z,21.0,20.0,3.3,3.5
2023-06-29T19:27:35Z,20.9,20.0,3.3,3.0
2023-06-29T19:40:55Z,20.8,20.0,3.4,2.2
2023-06-29T19:50:54Z,20.8,20.0,3.3,1.5
2023-06-29T20:00:54Z,20.8,20.0,3.4,1.0
2023-06-29T20:14:14Z,20.8,20.0,3.4,0.8
2023-06-29T21:54:14Z,20.3,22.0,3.4,0.6
2023-06-29T23:34:13Z,20.0,24.0,3.4,0.6
2023-06-30T01:47:32Z,19.7,25.0,3.4,0.7
2023-06-30T03:27:32Z,19.5,26.0,3.4,4.1
2023-06-30T03:30:51Z,19.5,27.0,3.4,4.1
2023-06-30T03:40:51Z,19.4,27.0,3.4,4.1
2023-06-30T03:50:51Z,19.4,27.0,3.4,4.1
2023-06-30T04:04:11Z,19.5,27.0,3.4,4.1
2023-06-30T04:14:11Z,19.4,27.0,3.4,4.1
2023-06-30T04:24:11Z,19.4,28.0,3.4,4.1
2023-06-30T04:37:31Z,19.4,28.0,3.3,4.1
2023-06-30T04:47:31Z,19.4,28.0,3.3,4.1
2023-06-30T04:57:31Z,19.4,28.0,3.4,4.1
2023-06-30T05:10:51Z,19.4,28.0,3.3,4.1
2023-06-30T05:20:51Z,19.4,27.0,3.3,4.1
2023-06-30T05:30:51Z,19.5,27.0,3.3,4.1
2023-06-30T05:40:50Z,19.5,27.0,3.3,4.1
2023-06-30T05:54:10Z,19.5,27.0,3.3,4.1
2023-06-30T06:04:10Z,19.5,26.0,3.3,4.1
2023-06-30T06:14:10Z,19.5,26.0,3.3,4.1
2023-06-30T06:27:30Z,19.5,26.0,3.3,4.1
2023-06-30T06:37:30Z,19.6,26.0,3.3,4.1
2023-06-30T06:47:30Z,19.6,25.0,3.3,4.1
2023-06-30T07:00:50Z,19.6,25.0,3.3,4.1
2023-06-30T07:10:50Z,19.6,24.0,3.3,4.1
2023-06-30T07:20:50Z,19.7,24.0,3.2,4.1
2023-06-30T07:30:50Z,19.8,24.0,3.3,4.1
2023-06-30T07:44:10Z,19.8,24.0,3.3,4.1
2023-06-30T07:54:10Z,19.8,24.0,3.2,4.1
2023-06-30T08:04:09Z,19.9,23.0,3.2,4.1
2023-06-30T08:17:29Z,20.0,22.0,3.2,4.1
2023-06-30T08:27:29Z,20.0,22.0,3.2,4.1
2023-06-30T08:37:29Z,20.1,22.0,3.2,4.1
2023-06-30T08:50:49Z,20.2,21.0,3.1,4.1
2023-06-30T09:00:49Z,20.3,22.0,3.1,4.1
2023-06-30T09:10:49Z,20.3,21.0,3.2,4.1
2023-06-30T09:24:09Z,20.3,20.0,3.2,4.1
2023-06-30T09:34:09Z,20.3,20.0,3.2,4.1
2023-06-30T09:44:09Z,20.3,20.0,3.2,4.1
2023-06-30T09:54:09Z,20.4,20.0,3.3,4.1
2023-06-30T10:07:29Z,20.4,19.0,3.3,4.1
2023-06-30T10:17:29Z,20.4,21.0,3.3,4.1
2023-06-30T10:27:28Z,20.4,25.0,3.3,4.1
2023-06-30T10:40:48Z,20.4,27.0,3.3,4.1
2023-06-30T10:50:48Z,20.4,25.0,3.3,4.1
2023-06-30T11:00:48Z,20.5,21.0,3.3,4.1
2023-06-30T11:14:08Z,20.5,20.0,3.3,4.1
2023-06-30T11:24:08Z,20.5,19.0,3.3,4.1
2023-06-30T11:34:08Z,20.5,21.0,3.3,4.1
2023-06-30T11:44:08Z,20.5,20.0,3.3,4.1
